State Test English Language Arts (ELA) Results 2015 to 2017,,,,,,ELA Overall Performance Levels,,,,,,,,Reading Literary Text Subscores,,,,Reading Information Subscores,,,,Vocabulary Subscores,,,,,Writing Expression Subscores,,,,Writing Conventions Subscores,,
School ID,Year,Test Name,# Students Tested,,Overall ELA Mean Scale Score,% Did Not Meet,% Partially Met,% Approached,% Met,% Exceeded,% Met or Exceeded,Reading Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,Writing Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded
610109,2016,ELA/Literacy Grade 5,29,,744,0.0%,24.1%,31.0%,41.4%,3.4%,44.8%,47,,34.5%,27.6%,37.9%,,34.5%,24.1%,41.4%,,37.9%,20.7%,41.4%,34,,31.0%,10.3%,58.6%,,6.9%,34.5%,58.6%
610110,2016,ELA/Literacy Grade 5,44,,729,13.6%,34.1%,29.5%,22.7%,0.0%,22.7%,42,,43.2%,22.7%,34.1%,,54.5%,25.0%,20.5%,,45.5%,11.4%,43.2%,28,,45.5%,25.0%,29.5%,,38.6%,40.9%,20.5%
610111,2016,ELA/Literacy Grade 5,78,,722,20.5%,37.2%,25.6%,16.7%,0.0%,16.7%,40,,53.8%,24.4%,21.8%,,53.8%,23.1%,23.1%,,50.0%,21.8%,28.2%,24,,66.7%,21.8%,11.5%,,60.3%,29.5%,10.3%
610112,2016,ELA/Literacy Grade 5,45,,716,26.7%,33.3%,33.3%,6.7%,0.0%,6.7%,37,,55.6%,24.4%,20.0%,,73.3%,11.1%,15.6%,,53.3%,20.0%,26.7%,22,,64.4%,24.4%,11.1%,,62.2%,31.1%,6.7%
610115,2016,ELA/Literacy Grade 5,25,,712,32.0%,40.0%,28.0%,0.0%,0.0%,0.0%,35,,72.0%,20.0%,8.0%,,88.0%,12.0%,0.0%,,84.0%,4.0%,12.0%,25,,60.0%,24.0%,16.0%,,64.0%,32.0%,4.0%
610116,2016,ELA/Literacy Grade 5,21,,706,47.6%,28.6%,19.0%,4.8%,0.0%,4.8%,34,,71.4%,14.3%,14.3%,,71.4%,14.3%,14.3%,,66.7%,9.5%,23.8%,19,,81.0%,14.3%,4.8%,,81.0%,14.3%,4.8%
610117,2016,ELA/Literacy Grade 5,119,,729,18.5%,26.9%,26.9%,27.7%,0.0%,27.7%,41,,52.1%,21.0%,26.9%,,49.6%,28.6%,21.8%,,43.7%,31.1%,25.2%,29,,47.1%,21.8%,31.1%,,31.1%,41.2%,27.7%
610120,2016,ELA/Literacy Grade 5,156,,727,16.7%,30.8%,33.3%,19.2%,0.0%,19.2%,43,,46.8%,27.6%,25.6%,,42.9%,27.6%,29.5%,,44.9%,24.4%,30.8%,25,,56.4%,27.6%,16.0%,,50.6%,39.1%,10.3%
610121,2016,ELA/Literacy Grade 5,52,,724,23.1%,34.6%,23.1%,17.3%,1.9%,19.2%,40,,55.8%,21.2%,23.1%,,50.0%,28.8%,21.2%,,50.0%,30.8%,19.2%,26,,57.7%,23.1%,19.2%,,51.9%,34.6%,13.5%
610122,2016,ELA/Literacy Grade 5,91,,744,6.6%,18.7%,25.3%,47.3%,2.2%,49.5%,46,,35.2%,25.3%,39.6%,,30.8%,27.5%,41.8%,,36.3%,25.3%,38.5%,33,,19.8%,27.5%,52.7%,,28.6%,19.8%,51.6%
610123,2016,ELA/Literacy Grade 5,32,,709,37.5%,37.5%,15.6%,9.4%,0.0%,9.4%,35,,75.0%,12.5%,12.5%,,78.1%,12.5%,9.4%,,75.0%,9.4%,15.6%,21,,78.1%,12.5%,9.4%,,81.3%,18.8%,0.0%
610124,2016,ELA/Literacy Grade 5,33,,698,54.5%,36.4%,9.1%,0.0%,0.0%,0.0%,31,,69.7%,30.3%,0.0%,,87.9%,9.1%,3.0%,,75.8%,21.2%,3.0%,17,,87.9%,12.1%,0.0%,,93.9%,6.1%,0.0%
610125,2016,ELA/Literacy Grade 5,73,,729,15.1%,20.5%,43.8%,20.5%,0.0%,20.5%,40,,60.3%,16.4%,23.3%,,43.8%,37.0%,19.2%,,46.6%,32.9%,20.5%,30,,39.7%,26.0%,34.2%,,38.4%,41.1%,20.5%
610126,2016,ELA/Literacy Grade 5,68,,737,7.4%,22.1%,35.3%,35.3%,0.0%,35.3%,44,,33.8%,25.0%,41.2%,,45.6%,29.4%,25.0%,,36.8%,33.8%,29.4%,32,,30.9%,22.1%,47.1%,,25.0%,44.1%,30.9%
610127,2016,ELA/Literacy Grade 5,92,,736,12.0%,25.0%,23.9%,38.0%,1.1%,39.1%,45,,39.1%,19.6%,41.3%,,39.1%,22.8%,38.0%,,37.0%,21.7%,41.3%,30,,34.8%,26.1%,39.1%,,41.3%,21.7%,37.0%
610128,2016,ELA/Literacy Grade 5,29,,729,6.9%,31.0%,44.8%,17.2%,0.0%,17.2%,40,,55.2%,17.2%,27.6%,,48.3%,34.5%,17.2%,,62.1%,13.8%,24.1%,31,,34.5%,31.0%,34.5%,,41.4%,31.0%,27.6%
610129,2016,ELA/Literacy Grade 5,55,,719,23.6%,32.7%,32.7%,10.9%,0.0%,10.9%,38,,47.3%,34.5%,18.2%,,56.4%,27.3%,16.4%,,61.8%,18.2%,20.0%,24,,60.0%,27.3%,12.7%,,52.7%,36.4%,10.9%
610130,2016,ELA/Literacy Grade 5,42,,728,23.8%,16.7%,31.0%,28.6%,0.0%,28.6%,42,,42.9%,19.0%,38.1%,,45.2%,28.6%,26.2%,,47.6%,21.4%,31.0%,27,,47.6%,23.8%,28.6%,,42.9%,42.9%,14.3%
610131,2016,ELA/Literacy Grade 5,12,,746,8.3%,16.7%,25.0%,41.7%,8.3%,50.0%,48,,25.0%,25.0%,50.0%,,25.0%,16.7%,58.3%,,25.0%,58.3%,16.7%,34,,16.7%,16.7%,66.7%,,25.0%,33.3%,41.7%
610132,2016,ELA/Literacy Grade 5,30,,774,0.0%,3.3%,13.3%,66.7%,16.7%,83.3%,59,,6.7%,10.0%,83.3%,,3.3%,16.7%,80.0%,,10.0%,23.3%,66.7%,40,,0.0%,13.3%,86.7%,,0.0%,20.0%,80.0%
610133,2016,ELA/Literacy Grade 5,50,,724,18.0%,36.0%,30.0%,16.0%,0.0%,16.0%,42,,46.0%,32.0%,22.0%,,56.0%,20.0%,24.0%,,42.0%,18.0%,40.0%,24,,66.0%,14.0%,20.0%,,64.0%,28.0%,8.0%
610135,2016,ELA/Literacy Grade 5,95,,739,8.4%,22.1%,37.9%,31.6%,0.0%,31.6%,46,,32.6%,23.2%,44.2%,,31.6%,33.7%,34.7%,,37.9%,24.2%,37.9%,31,,33.7%,28.4%,37.9%,,33.7%,32.6%,33.7%
610136,2016,ELA/Literacy Grade 5,25,,744,8.0%,16.0%,24.0%,52.0%,0.0%,52.0%,46,,28.0%,24.0%,48.0%,,28.0%,32.0%,40.0%,,32.0%,24.0%,44.0%,34,,24.0%,28.0%,48.0%,,16.0%,44.0%,40.0%
610137,2016,ELA/Literacy Grade 5,65,,746,4.6%,9.2%,36.9%,46.2%,3.1%,49.2%,47,,27.7%,33.8%,38.5%,,26.2%,24.6%,49.2%,,29.2%,32.3%,38.5%,34,,20.0%,24.6%,55.4%,,20.0%,30.8%,49.2%
610138,2016,ELA/Literacy Grade 5,84,,739,6.0%,29.8%,28.6%,33.3%,2.4%,35.7%,45,,39.3%,31.0%,29.8%,,38.1%,27.4%,34.5%,,40.5%,20.2%,39.3%,32,,33.3%,19.0%,47.6%,,26.2%,32.1%,41.7%
610139,2016,ELA/Literacy Grade 5,28,,716,32.1%,35.7%,25.0%,7.1%,0.0%,7.1%,38,,64.3%,25.0%,10.7%,,57.1%,32.1%,10.7%,,57.1%,17.9%,25.0%,23,,71.4%,21.4%,7.1%,,60.7%,32.1%,7.1%
610141,2016,ELA/Literacy Grade 5,50,,745,10.0%,14.0%,34.0%,40.0%,2.0%,42.0%,49,,30.0%,18.0%,52.0%,,20.0%,38.0%,42.0%,,28.0%,16.0%,56.0%,32,,28.0%,26.0%,46.0%,,34.0%,28.0%,38.0%
610142,2016,ELA/Literacy Grade 5,53,,736,18.9%,17.0%,24.5%,35.8%,3.8%,39.6%,44,,39.6%,24.5%,35.8%,,47.2%,13.2%,39.6%,,39.6%,24.5%,35.8%,31,,32.1%,26.4%,41.5%,,26.4%,37.7%,35.8%
610143,2016,ELA/Literacy Grade 5,19,,713,26.3%,47.4%,21.1%,5.3%,0.0%,5.3%,37,,57.9%,26.3%,15.8%,,84.2%,5.3%,10.5%,,63.2%,21.1%,15.8%,21,,73.7%,21.1%,5.3%,,84.2%,15.8%,0.0%
610144,2016,ELA/Literacy Grade 5,106,,723,19.8%,34.0%,23.6%,21.7%,0.9%,22.6%,39,,51.9%,28.3%,19.8%,,56.6%,22.6%,20.8%,,55.7%,21.7%,22.6%,28,,52.8%,17.9%,29.2%,,42.5%,34.9%,22.6%
610145,2016,ELA/Literacy Grade 5,71,,739,8.5%,15.5%,36.6%,38.0%,1.4%,39.4%,45,,35.2%,23.9%,40.8%,,29.6%,25.4%,45.1%,,36.6%,28.2%,35.2%,32,,32.4%,19.7%,47.9%,,23.9%,26.8%,49.3%
610146,2016,ELA/Literacy Grade 5,27,,715,25.9%,37.0%,29.6%,7.4%,0.0%,7.4%,37,,63.0%,25.9%,11.1%,,66.7%,25.9%,7.4%,,55.6%,22.2%,22.2%,23,,74.1%,14.8%,11.1%,,63.0%,25.9%,11.1%
610147,2016,ELA/Literacy Grade 5,86,,745,7.0%,15.1%,33.7%,43.0%,1.2%,44.2%,48,,26.7%,27.9%,45.3%,,24.4%,27.9%,47.7%,,32.6%,24.4%,43.0%,33,,19.8%,29.1%,51.2%,,18.6%,34.9%,46.5%
610148,2016,ELA/Literacy Grade 5,86,,720,22.1%,37.2%,27.9%,12.8%,0.0%,12.8%,37,,58.1%,25.6%,16.3%,,52.3%,33.7%,14.0%,,60.5%,23.3%,16.3%,27,,48.8%,26.7%,24.4%,,53.5%,34.9%,11.6%
610152,2016,ELA/Literacy Grade 5,33,,708,33.3%,51.5%,12.1%,3.0%,0.0%,3.0%,34,,69.7%,24.2%,6.1%,,81.8%,12.1%,6.1%,,60.6%,30.3%,9.1%,22,,75.8%,18.2%,6.1%,,72.7%,27.3%,0.0%
610153,2016,ELA/Literacy Grade 5,43,,707,46.5%,32.6%,9.3%,11.6%,0.0%,11.6%,35,,69.8%,14.0%,16.3%,,76.7%,14.0%,9.3%,,60.5%,16.3%,23.3%,19,,83.7%,9.3%,7.0%,,81.4%,9.3%,9.3%
610155,2016,ELA/Literacy Grade 5,65,,750,4.6%,12.3%,27.7%,52.3%,3.1%,55.4%,51,,21.5%,27.7%,50.8%,,23.1%,23.1%,53.8%,,13.8%,24.6%,61.5%,34,,26.2%,24.6%,49.2%,,16.9%,29.2%,53.8%
610157,2016,ELA/Literacy Grade 5,218,,729,11.9%,28.9%,37.6%,21.6%,0.0%,21.6%,42,,45.0%,20.6%,34.4%,,43.6%,30.7%,25.7%,,42.7%,29.4%,28.0%,27,,46.8%,28.4%,24.8%,,51.4%,34.4%,14.2%
610158,2016,ELA/Literacy Grade 5,50,,721,28.0%,26.0%,28.0%,18.0%,0.0%,18.0%,39,,46.0%,30.0%,24.0%,,58.0%,26.0%,16.0%,,50.0%,26.0%,24.0%,25,,50.0%,36.0%,14.0%,,58.0%,30.0%,12.0%
610159,2016,ELA/Literacy Grade 5,86,,720,23.3%,40.7%,23.3%,12.8%,0.0%,12.8%,39,,57.0%,22.1%,20.9%,,60.5%,19.8%,19.8%,,46.5%,27.9%,25.6%,23,,64.0%,22.1%,14.0%,,64.0%,27.9%,8.1%
610165,2016,ELA/Literacy Grade 5,108,,726,13.0%,38.0%,34.3%,13.9%,0.9%,14.8%,40,,50.0%,28.7%,21.3%,,49.1%,28.7%,22.2%,,56.5%,21.3%,22.2%,29,,48.1%,23.1%,28.7%,,39.8%,38.0%,22.2%
610167,2016,ELA/Literacy Grade 5,82,,717,30.5%,25.6%,32.9%,11.0%,0.0%,11.0%,37,,63.4%,17.1%,19.5%,,61.0%,25.6%,13.4%,,61.0%,19.5%,19.5%,24,,54.9%,28.0%,17.1%,,56.1%,30.5%,13.4%
610170,2016,ELA/Literacy Grade 5,119,,729,16.8%,31.1%,23.5%,26.9%,1.7%,28.6%,40,,55.5%,21.0%,23.5%,,52.9%,26.9%,20.2%,,51.3%,27.7%,21.0%,30,,37.8%,22.7%,39.5%,,31.1%,33.6%,35.3%
610171,2016,ELA/Literacy Grade 5,60,,712,36.7%,28.3%,28.3%,6.7%,0.0%,6.7%,36,,63.3%,20.0%,16.7%,,63.3%,26.7%,10.0%,,63.3%,23.3%,13.3%,21,,73.3%,20.0%,6.7%,,75.0%,15.0%,10.0%
610172,2016,ELA/Literacy Grade 5,29,,716,20.7%,55.2%,13.8%,10.3%,0.0%,10.3%,36,,72.4%,20.7%,6.9%,,65.5%,20.7%,13.8%,,72.4%,17.2%,10.3%,25,,65.5%,20.7%,13.8%,,65.5%,24.1%,10.3%
610173,2016,ELA/Literacy Grade 5,32,,716,21.9%,46.9%,28.1%,3.1%,0.0%,3.1%,37,,56.3%,28.1%,15.6%,,68.8%,28.1%,3.1%,,53.1%,18.8%,28.1%,25,,56.3%,28.1%,15.6%,,56.3%,34.4%,9.4%
610175,2016,ELA/Literacy Grade 5,51,,731,15.7%,23.5%,31.4%,29.4%,0.0%,29.4%,43,,41.2%,27.5%,31.4%,,43.1%,33.3%,23.5%,,41.2%,19.6%,39.2%,27,,41.2%,27.5%,31.4%,,47.1%,25.5%,27.5%
610176,2016,ELA/Literacy Grade 5,67,,711,34.3%,38.8%,19.4%,7.5%,0.0%,7.5%,36,,65.7%,19.4%,14.9%,,70.1%,20.9%,9.0%,,61.2%,23.9%,14.9%,21,,71.6%,17.9%,10.4%,,74.6%,16.4%,9.0%
610177,2016,ELA/Literacy Grade 5,99,,770,5.1%,7.1%,15.2%,50.5%,22.2%,72.7%,57,,15.2%,8.1%,76.8%,,16.2%,11.1%,72.7%,,14.1%,12.1%,73.7%,39,,15.2%,10.1%,74.7%,,13.1%,18.2%,68.7%
610178,2016,ELA/Literacy Grade 5,14,,703,42.9%,35.7%,21.4%,0.0%,0.0%,0.0%,33,,64.3%,21.4%,14.3%,,78.6%,21.4%,0.0%,,71.4%,21.4%,7.1%,18,,85.7%,14.3%,0.0%,,85.7%,14.3%,0.0%
610179,2016,ELA/Literacy Grade 5,87,,736,16.1%,17.2%,29.9%,36.8%,0.0%,36.8%,44,,41.4%,21.8%,36.8%,,40.2%,24.1%,35.6%,,34.5%,28.7%,36.8%,30,,35.6%,26.4%,37.9%,,26.4%,37.9%,35.6%
610180,2016,ELA/Literacy Grade 5,36,,708,47.2%,27.8%,16.7%,8.3%,0.0%,8.3%,35,,66.7%,13.9%,19.4%,,77.8%,13.9%,8.3%,,63.9%,27.8%,8.3%,19,,75.0%,13.9%,11.1%,,75.0%,16.7%,8.3%
610182,2016,ELA/Literacy Grade 5,28,,764,0.0%,10.7%,21.4%,64.3%,3.6%,67.9%,54,,14.3%,21.4%,64.3%,,17.9%,17.9%,64.3%,,25.0%,28.6%,46.4%,38,,14.3%,10.7%,75.0%,,10.7%,17.9%,71.4%
610183,2016,ELA/Literacy Grade 5,60,,708,31.7%,46.7%,20.0%,1.7%,0.0%,1.7%,34,,65.0%,26.7%,8.3%,,78.3%,18.3%,3.3%,,68.3%,20.0%,11.7%,20,,80.0%,18.3%,1.7%,,78.3%,21.7%,0.0%
610184,2016,ELA/Literacy Grade 5,63,,711,33.3%,38.1%,19.0%,9.5%,0.0%,9.5%,36,,68.3%,25.4%,6.3%,,65.1%,23.8%,11.1%,,63.5%,23.8%,12.7%,19,,74.6%,15.9%,9.5%,,73.0%,19.0%,7.9%
610185,2016,ELA/Literacy Grade 5,129,,737,7.8%,26.4%,37.2%,27.9%,0.8%,28.7%,45,,35.7%,24.0%,40.3%,,35.7%,30.2%,34.1%,,42.6%,27.1%,30.2%,31,,31.0%,37.2%,31.8%,,32.6%,43.4%,24.0%
610188,2016,ELA/Literacy Grade 5,25,,735,12.0%,20.0%,24.0%,44.0%,0.0%,44.0%,44,,24.0%,32.0%,44.0%,,48.0%,24.0%,28.0%,,44.0%,32.0%,24.0%,31,,20.0%,40.0%,40.0%,,28.0%,40.0%,32.0%
610191,2016,ELA/Literacy Grade 5,61,,755,4.9%,16.4%,21.3%,47.5%,9.8%,57.4%,52,,26.2%,16.4%,57.4%,,21.3%,23.0%,55.7%,,19.7%,18.0%,62.3%,35,,27.9%,18.0%,54.1%,,19.7%,26.2%,54.1%
610192,2016,ELA/Literacy Grade 5,63,,707,36.5%,41.3%,19.0%,3.2%,0.0%,3.2%,35,,68.3%,20.6%,11.1%,,66.7%,28.6%,4.8%,,69.8%,15.9%,14.3%,18,,84.1%,14.3%,1.6%,,81.0%,19.0%,0.0%
610193,2016,ELA/Literacy Grade 5,32,,722,9.4%,50.0%,34.4%,6.3%,0.0%,6.3%,39,,56.3%,25.0%,18.8%,,59.4%,28.1%,12.5%,,56.3%,34.4%,9.4%,27,,59.4%,37.5%,3.1%,,43.8%,50.0%,6.3%
610194,2016,ELA/Literacy Grade 5,28,,728,10.7%,32.1%,39.3%,17.9%,0.0%,17.9%,42,,46.4%,21.4%,32.1%,,50.0%,14.3%,35.7%,,50.0%,21.4%,28.6%,27,,46.4%,25.0%,28.6%,,53.6%,28.6%,17.9%
610195,2016,ELA/Literacy Grade 5,66,,735,6.1%,31.8%,34.8%,27.3%,0.0%,27.3%,46,,34.8%,22.7%,42.4%,,40.9%,24.2%,34.8%,,36.4%,21.2%,42.4%,29,,37.9%,39.4%,22.7%,,34.8%,40.9%,24.2%
610196,2016,ELA/Literacy Grade 5,45,,721,11.1%,55.6%,17.8%,15.6%,0.0%,15.6%,41,,60.0%,13.3%,26.7%,,51.1%,33.3%,15.6%,,51.1%,22.2%,26.7%,24,,71.1%,17.8%,11.1%,,71.1%,24.4%,4.4%
610197,2016,ELA/Literacy Grade 5,51,,730,15.7%,31.4%,27.5%,25.5%,0.0%,25.5%,43,,47.1%,9.8%,43.1%,,45.1%,21.6%,33.3%,,41.2%,35.3%,23.5%,26,,47.1%,21.6%,31.4%,,43.1%,33.3%,23.5%
610198,2016,ELA/Literacy Grade 5,27,,705,40.7%,40.7%,14.8%,3.7%,0.0%,3.7%,33,,74.1%,18.5%,7.4%,,77.8%,11.1%,11.1%,,74.1%,18.5%,7.4%,21,,74.1%,14.8%,11.1%,,77.8%,22.2%,0.0%
610199,2016,ELA/Literacy Grade 5,21,,736,9.5%,28.6%,28.6%,33.3%,0.0%,33.3%,41,,52.4%,9.5%,38.1%,,66.7%,14.3%,19.0%,,42.9%,33.3%,23.8%,32,,28.6%,14.3%,57.1%,,28.6%,19.0%,52.4%
610200,2016,ELA/Literacy Grade 5,20,,705,35.0%,50.0%,15.0%,0.0%,0.0%,0.0%,32,,75.0%,15.0%,10.0%,,85.0%,15.0%,0.0%,,85.0%,5.0%,10.0%,20,,70.0%,25.0%,5.0%,,70.0%,30.0%,0.0%
610201,2016,ELA/Literacy Grade 5,73,,735,5.5%,26.0%,39.7%,28.8%,0.0%,28.8%,45,,35.6%,31.5%,32.9%,,42.5%,20.5%,37.0%,,27.4%,28.8%,43.8%,29,,42.5%,32.9%,24.7%,,30.1%,53.4%,16.4%
610202,2016,ELA/Literacy Grade 5,35,,705,42.9%,28.6%,25.7%,2.9%,0.0%,2.9%,34,,71.4%,20.0%,8.6%,,74.3%,14.3%,11.4%,,54.3%,28.6%,17.1%,18,,80.0%,20.0%,0.0%,,77.1%,20.0%,2.9%
610203,2016,ELA/Literacy Grade 5,173,,728,16.8%,28.9%,29.5%,24.3%,0.6%,24.9%,41,,48.0%,22.0%,30.1%,,47.4%,24.9%,27.7%,,47.4%,24.3%,28.3%,28,,39.9%,31.2%,28.9%,,41.0%,36.4%,22.5%
610206,2016,ELA/Literacy Grade 5,126,,744,4.0%,16.7%,36.5%,42.9%,0.0%,42.9%,47,,30.2%,28.6%,41.3%,,28.6%,31.7%,39.7%,,32.5%,28.6%,38.9%,33,,23.0%,25.4%,51.6%,,15.9%,42.9%,41.3%
610207,2016,ELA/Literacy Grade 5,27,,724,11.1%,48.1%,22.2%,18.5%,0.0%,18.5%,40,,59.3%,22.2%,18.5%,,55.6%,22.2%,22.2%,,59.3%,11.1%,29.6%,27,,55.6%,25.9%,18.5%,,44.4%,48.1%,7.4%
610208,2016,ELA/Literacy Grade 5,38,,713,23.7%,55.3%,15.8%,5.3%,0.0%,5.3%,35,,84.2%,13.2%,2.6%,,81.6%,13.2%,5.3%,,68.4%,21.1%,10.5%,22,,68.4%,13.2%,18.4%,,76.3%,15.8%,7.9%
610209,2016,ELA/Literacy Grade 5,95,,726,14.7%,37.9%,23.2%,24.2%,0.0%,24.2%,41,,53.7%,18.9%,27.4%,,50.5%,22.1%,27.4%,,48.4%,21.1%,30.5%,27,,52.6%,25.3%,22.1%,,47.4%,32.6%,20.0%
610213,2016,ELA/Literacy Grade 5,50,,721,20.0%,34.0%,32.0%,14.0%,0.0%,14.0%,37,,58.0%,24.0%,18.0%,,56.0%,40.0%,4.0%,,68.0%,20.0%,12.0%,28,,40.0%,32.0%,28.0%,,34.0%,52.0%,14.0%
610216,2016,ELA/Literacy Grade 5,36,,720,22.2%,27.8%,38.9%,11.1%,0.0%,11.1%,39,,61.1%,16.7%,22.2%,,63.9%,16.7%,19.4%,,44.4%,36.1%,19.4%,25,,50.0%,36.1%,13.9%,,58.3%,36.1%,5.6%
610217,2016,ELA/Literacy Grade 5,50,,741,6.0%,28.0%,26.0%,36.0%,4.0%,40.0%,46,,44.0%,22.0%,34.0%,,36.0%,24.0%,40.0%,,44.0%,22.0%,34.0%,32,,30.0%,22.0%,48.0%,,26.0%,32.0%,42.0%
610218,2016,ELA/Literacy Grade 5,31,,729,22.6%,19.4%,32.3%,25.8%,0.0%,25.8%,43,,45.2%,22.6%,32.3%,,48.4%,19.4%,32.3%,,41.9%,22.6%,35.5%,28,,45.2%,35.5%,19.4%,,54.8%,32.3%,12.9%
610219,2016,ELA/Literacy Grade 5,92,,736,14.1%,20.7%,30.4%,34.8%,0.0%,34.8%,44,,33.7%,29.3%,37.0%,,40.2%,20.7%,39.1%,,40.2%,19.6%,40.2%,29,,38.0%,18.5%,43.5%,,38.0%,26.1%,35.9%
610220,2016,ELA/Literacy Grade 5,65,,743,6.2%,21.5%,30.8%,41.5%,0.0%,41.5%,49,,30.8%,23.1%,46.2%,,29.2%,21.5%,49.2%,,29.2%,15.4%,55.4%,30,,38.5%,20.0%,41.5%,,32.3%,35.4%,32.3%
610221,2016,ELA/Literacy Grade 5,23,,731,4.3%,39.1%,30.4%,26.1%,0.0%,26.1%,42,,52.2%,21.7%,26.1%,,56.5%,26.1%,17.4%,,30.4%,43.5%,26.1%,31,,47.8%,21.7%,30.4%,,39.1%,39.1%,21.7%
610223,2016,ELA/Literacy Grade 5,40,,716,25.0%,40.0%,22.5%,12.5%,0.0%,12.5%,37,,55.0%,20.0%,25.0%,,57.5%,30.0%,12.5%,,60.0%,27.5%,12.5%,23,,62.5%,22.5%,15.0%,,65.0%,27.5%,7.5%
610225,2016,ELA/Literacy Grade 5,21,,728,9.5%,33.3%,38.1%,19.0%,0.0%,19.0%,41,,52.4%,23.8%,23.8%,,42.9%,28.6%,28.6%,,61.9%,14.3%,23.8%,31,,33.3%,42.9%,23.8%,,52.4%,33.3%,14.3%
610226,2016,ELA/Literacy Grade 5,175,,721,25.7%,26.9%,25.7%,20.6%,1.1%,21.7%,39,,54.3%,25.1%,20.6%,,53.1%,20.0%,26.9%,,54.9%,23.4%,21.7%,26,,54.9%,21.7%,23.4%,,53.7%,29.1%,17.1%
610227,2016,ELA/Literacy Grade 5,102,,726,20.6%,29.4%,26.5%,22.5%,1.0%,23.5%,39,,53.9%,20.6%,25.5%,,54.9%,24.5%,20.6%,,52.9%,23.5%,23.5%,29,,42.2%,20.6%,37.3%,,37.3%,30.4%,32.4%
610228,2016,ELA/Literacy Grade 5,30,,726,23.3%,20.0%,40.0%,13.3%,3.3%,16.7%,39,,63.3%,20.0%,16.7%,,56.7%,30.0%,13.3%,,63.3%,16.7%,20.0%,28,,46.7%,16.7%,36.7%,,40.0%,26.7%,33.3%
610229,2016,ELA/Literacy Grade 5,83,,748,12.0%,12.0%,21.7%,47.0%,7.2%,54.2%,51,,26.5%,21.7%,51.8%,,28.9%,18.1%,53.0%,,20.5%,12.0%,67.5%,30,,34.9%,16.9%,48.2%,,33.7%,24.1%,42.2%
610230,2016,ELA/Literacy Grade 5,58,,753,1.7%,12.1%,32.8%,50.0%,3.4%,53.4%,52,,19.0%,36.2%,44.8%,,12.1%,27.6%,60.3%,,10.3%,34.5%,55.2%,34,,20.7%,20.7%,58.6%,,22.4%,27.6%,50.0%
610231,2016,ELA/Literacy Grade 5,56,,709,39.3%,25.0%,28.6%,7.1%,0.0%,7.1%,35,,64.3%,16.1%,19.6%,,64.3%,28.6%,7.1%,,60.7%,28.6%,10.7%,21,,71.4%,19.6%,8.9%,,66.1%,28.6%,5.4%
610234,2016,ELA/Literacy Grade 5,42,,711,26.2%,47.6%,23.8%,2.4%,0.0%,2.4%,35,,71.4%,19.0%,9.5%,,66.7%,28.6%,4.8%,,61.9%,21.4%,16.7%,21,,71.4%,26.2%,2.4%,,66.7%,31.0%,2.4%
610235,2016,ELA/Literacy Grade 5,89,,712,30.3%,37.1%,30.3%,2.2%,0.0%,2.2%,35,,66.3%,20.2%,13.5%,,74.2%,21.3%,4.5%,,60.7%,21.3%,18.0%,22,,75.3%,19.1%,5.6%,,56.2%,39.3%,4.5%
610237,2016,ELA/Literacy Grade 5,48,,709,33.3%,45.8%,14.6%,6.3%,0.0%,6.3%,35,,72.9%,14.6%,12.5%,,75.0%,16.7%,8.3%,,66.7%,18.8%,14.6%,19,,81.3%,14.6%,4.2%,,79.2%,16.7%,4.2%
610238,2016,ELA/Literacy Grade 5,17,,714,17.6%,52.9%,29.4%,0.0%,0.0%,0.0%,37,,70.6%,17.6%,11.8%,,82.4%,0.0%,17.6%,,82.4%,17.6%,0.0%,23,,76.5%,23.5%,0.0%,,82.4%,17.6%,0.0%
610239,2016,ELA/Literacy Grade 5,70,,711,27.1%,48.6%,21.4%,2.9%,0.0%,2.9%,36,,62.9%,25.7%,11.4%,,71.4%,24.3%,4.3%,,62.9%,27.1%,10.0%,21,,71.4%,21.4%,7.1%,,78.6%,17.1%,4.3%
610242,2016,ELA/Literacy Grade 5,34,,746,14.7%,8.8%,26.5%,47.1%,2.9%,50.0%,46,,35.3%,20.6%,44.1%,,35.3%,26.5%,38.2%,,41.2%,14.7%,44.1%,34,,20.6%,14.7%,64.7%,,20.6%,14.7%,64.7%
610246,2016,ELA/Literacy Grade 5,134,,728,20.1%,24.6%,27.6%,27.6%,0.0%,27.6%,42,,46.3%,20.9%,32.8%,,53.0%,26.1%,20.9%,,38.8%,25.4%,35.8%,27,,44.8%,26.9%,28.4%,,47.0%,28.4%,24.6%
610248,2016,ELA/Literacy Grade 5,57,,742,8.8%,15.8%,31.6%,40.4%,3.5%,43.9%,46,,40.4%,24.6%,35.1%,,29.8%,29.8%,40.4%,,33.3%,31.6%,35.1%,32,,29.8%,14.0%,56.1%,,28.1%,28.1%,43.9%
